imei,latitude,longitude,coordinates,datastatus,datastatus_description,hearttime_date,hearttime_time,hearttime_unix,status
355710090534913,13.669944,102.57906,"13.669944,102.57906",4,Offline,2023-03-20,15:40:22,1679301622,success
355710090553277,11.548032,104.922547,"11.548032,104.922547",4,Offline,2024-05-09,11:53:00,1715230380,success
355710090555447,11.54589,104.899347,"11.54589,104.899347",4,Offline,2025-06-25,12:02:28,1750827748,success
355710090555736,11.561747,104.899455,"11.561747,104.899455",4,Offline,2024-11-15,16:24:01,1731662641,success
355710090534574,11.537927,104.883019,"11.537927,104.883019",4,Offline,2024-03-03,18:48:43,1709466523,success
355710090554895,11.562285,104.899445,"11.562285,104.899445",2,Online,2025-10-04,14:39:22,1759563562,success
355710090528964,13.097265,103.210007,"13.097265,103.210007",4,Offline,2024-10-21,12:55:18,1729490118,success
355710090555686,11.557027,104.892704,"11.557027,104.892704",4,Offline,2023-07-20,03:38:56,1689799136,success
355710090555629,13.662999,102.581822,"13.662999,102.581822",4,Offline,2024-07-31,22:50:22,1722441022,success
355710090534509,11.565142,104.882917,"11.565142,104.882917",4,Offline,2024-01-15,20:20:53,1705324853,success
355710090533329,11.54578,104.899292,"11.54578,104.899292",4,Offline,2024-11-19,09:57:32,1731985052,success
355710090535977,10.616899,103.538199,"10.616899,103.538199",4,Offline,2024-09-26,06:50:11,1727308211,success
355710090534939,13.648252,102.591489,"13.648252,102.591489",4,Offline,2025-06-21,16:10:27,1750497027,success
355710090535902,11.545864,104.899397,"11.545864,104.899397",4,Offline,2025-09-02,13:20:08,1756794008,success
355710090257630,11.594895,104.860209,"11.594895,104.860209",4,Offline,2024-09-05,08:27:28,1725499648,success
355710090544870,11.545622,104.89911,"11.545622,104.89911",4,Offline,2025-08-20,20:54:55,1755698095,success
355710090555793,13.362027,103.838069,"13.362027,103.838069",4,Offline,2023-04-02,13:48:01,1680418081,success
355710090555876,13.648022,102.569317,"13.648022,102.569317",4,Offline,2025-01-13,14:51:43,1736754703,success
355710090552287,11.521695,104.915222,"11.521695,104.915222",4,Offline,2024-08-20,01:08:12,1724090892,success
355710090533295,11.584154,104.905242,"11.584154,104.905242",4,Offline,2023-11-01,12:00:13,1698814813,success
355710090556304,10.622102,103.51897,"10.622102,103.51897",4,Offline,2023-03-19,20:09:46,1679231386,success
355710090554614,11.520479,104.918539,"11.520479,104.918539",4,Offline,2025-06-21,11:15:47,1750479347,success
355710090530309,11.589969,104.8975,"11.589969,104.8975",4,Offline,2024-05-10,16:32:35,1715333555,success
355710090529202,13.668512,102.57138,"13.668512,102.57138",4,Offline,2024-08-01,03:06:44,1722456404,success
355710090534822,13.645564,102.583904,"13.645564,102.583904",4,Offline,2025-03-12,10:20:55,1741749655,success
355710090534111,11.520455,104.91871,"11.520455,104.91871",4,Offline,2025-05-09,13:29:21,1746772161,success
355710090556296,11.460649,104.846339,"11.460649,104.846339",2,Online,2025-10-04,14:37:50,1759563470,success
355710090535969,10.98756,105.924395,"10.98756,105.924395",2,Online,2025-10-04,14:37:05,1759563425,success
355710090534905,11.52045,104.918749,"11.52045,104.918749",4,Offline,2024-12-21,15:04:36,1734768276,success
355710090547204,12.239465,104.651472,"12.239465,104.651472",4,Offline,2025-05-17,01:11:48,1747419108,success
355710090549283,12.255885,104.666097,"12.255885,104.666097",4,Offline,2023-03-04,14:39:22,1677915562,success
355710090535795,11.520442,104.918745,"11.520442,104.918745",4,Offline,2025-07-04,16:58:17,1751623097,success
355710090256350,12.722812,104.885762,"12.722812,104.885762",4,Offline,2024-07-09,17:32:47,1720521167,success
355710090547410,11.54889,104.920819,"11.54889,104.920819",4,Offline,2024-10-13,13:29:30,1728800970,success
355710090528972,12.899702,103.107707,"12.899702,103.107707",4,Offline,2024-07-31,23:56:43,1722445003,success
355710090555413,13.745977,103.336595,"13.745977,103.336595",4,Offline,2023-04-03,21:50:05,1680533405,success
355710090549150,11.18264,105.14525,"11.18264,105.14525",2,Online,2025-10-04,14:33:44,1759563224,success
355710090532909,13.66225,102.557759,"13.66225,102.557759",4,Offline,2024-08-12,20:47:27,1723470447,success
355710090532701,11.588747,104.816772,"11.588747,104.816772",4,Offline,2023-12-13,09:28:02,1702434482,success
355710090555538,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,success
355710090529590,11.5691,104.918394,"11.5691,104.918394",4,Offline,2024-09-27,21:43:22,1727448202,success
355710090539219,11.542547,104.88809,"11.542547,104.88809",4,Offline,2025-05-12,10:32:53,1747020773,success
355710090547337,11.53965,104.883627,"11.53965,104.883627",4,Offline,2024-07-26,15:07:42,1721981262,success
355710090529640,11.548087,104.891342,"11.548087,104.891342",4,Offline,2025-09-11,01:11:16,1757527876,success
355710090555900,10.633844,103.528165,"10.633844,103.528165",4,Offline,2025-04-21,10:37:49,1745206669,success
355710090533352,11.547,104.897292,"11.547,104.897292",4,Offline,2025-01-22,13:17:43,1737526663,success
355710090552311,11.581447,103.02346,"11.581447,103.02346",4,Offline,2025-01-27,11:44:55,1737953095,success
355710090529137,12.343552,105.243427,"12.343552,105.243427",4,Offline,2023-09-28,13:29:40,1695882580,success
355710090532495,13.630495,102.578669,"13.630495,102.578669",4,Offline,2025-09-09,23:52:01,1757436721,success
355710090535829,11.52046,104.919095,"11.52046,104.919095",4,Offline,2025-03-14,12:47:12,1741931232,success
355710090556023,13.659404,102.553195,"13.659404,102.553195",4,Offline,2025-10-04,13:56:47,1759561007,success
355710090529863,11.533842,104.824197,"11.533842,104.824197",4,Offline,2025-04-21,16:08:10,1745226490,success
355710090552337,11.5461,104.899369,"11.5461,104.899369",4,Offline,2025-07-05,09:04:16,1751681056,success
355710090532974,13.637675,102.588169,"13.637675,102.588169",4,Offline,2024-09-30,00:18:58,1727630338,success
355710090555611,10.588177,103.676232,"10.588177,103.676232",4,Offline,2025-10-04,13:21:54,1759558914,success
355710090556049,11.587975,104.880989,"11.587975,104.880989",4,Offline,2024-06-29,15:45:46,1719650746,success
355710090529780,11.520405,104.918685,"11.520405,104.918685",4,Offline,2025-05-08,16:29:14,1746696554,success
355710090556106,13.35468,103.92554,"13.35468,103.92554",2,Online,2025-10-04,14:36:42,1759563402,success
355710090529798,11.532967,104.981202,"11.532967,104.981202",4,Offline,2023-10-25,17:55:40,1698231340,success
355710090551511,13.651247,102.597082,"13.651247,102.597082",4,Offline,2025-10-04,13:33:06,1759559586,success
355710090556031,13.373124,103.865147,"13.373124,103.865147",4,Offline,2023-10-26,13:57:54,1698303474,success
355710090534871,11.520942,104.919332,"11.520942,104.919332",4,Offline,2025-04-22,16:19:28,1745313568,success
355710090533360,11.167514,104.442517,"11.167514,104.442517",4,Offline,2023-10-14,18:22:52,1697282572,success
355710090542924,11.51114,104.735032,"11.51114,104.735032",4,Offline,2025-01-16,06:13:30,1736982810,success
355710090534988,11.545869,104.89937,"11.545869,104.89937",4,Offline,2024-11-26,15:29:12,1732609752,success
355710090555678,11.52072,104.91885,"11.52072,104.91885",4,Offline,2025-02-10,17:09:10,1739182150,success
355710090534848,11.545867,104.899329,"11.545867,104.899329",4,Offline,2025-08-23,10:54:56,1755921296,success
355710090555892,11.520504,104.9188,"11.520504,104.9188",4,Offline,2025-08-14,12:21:40,1755148900,success
355710090535233,10.619794,103.537252,"10.619794,103.537252",4,Offline,2023-12-14,21:57:16,1702565836,success
355710090551776,11.52065,104.91888,"11.52065,104.91888",4,Offline,2025-07-07,10:16:22,1751858182,success
355710090538963,11.54587,104.899315,"11.54587,104.899315",4,Offline,2024-12-10,09:13:44,1733796824,success
355710090534954,11.545664,104.899229,"11.545664,104.899229",4,Offline,2025-02-10,16:54:11,1739181251,success
355710090555389,13.399592,103.806557,"13.399592,103.806557",4,Offline,2023-03-22,03:57:05,1679432225,success
355710090532354,13.666045,102.569395,"13.666045,102.569395",4,Offline,2023-05-11,11:00:25,1683777625,success
355710090532743,11.545785,104.898984,"11.545785,104.898984",4,Offline,2025-02-28,15:01:39,1740729699,success
355710090534947,11.571062,104.926705,"11.571062,104.926705",2,Online,2025-10-04,14:35:47,1759563347,success
355710090555769,12.567525,105.044002,"12.567525,105.044002",4,Offline,2024-05-19,16:44:53,1716111893,success
355710090534855,11.53823,104.882889,"11.53823,104.882889",4,Offline,2025-03-21,15:15:50,1742544950,success
355710090532487,11.547785,104.89848,"11.547785,104.89848",4,Offline,2024-11-06,15:52:06,1730883126,success
355710090531901,11.566309,104.893707,"11.566309,104.893707",4,Offline,2025-01-30,20:41:23,1738244483,success
355710090555439,11.536,104.918122,"11.536,104.918122",4,Offline,2025-01-14,11:59:14,1736830754,success
355710090532446,11.262165,105.286995,"11.262165,105.286995",4,Offline,2024-01-15,15:35:55,1705307755,success
355710090532933,13.691452,102.584464,"13.691452,102.584464",4,Offline,2025-10-04,05:17:40,1759529860,success
355710090532453,11.520642,104.918872,"11.520642,104.918872",4,Offline,2025-02-22,15:43:46,1740213826,success
355710090535258,10.642759,103.508442,"10.642759,103.508442",4,Offline,2024-06-23,09:04:44,1719108284,success
355710090532784,11.545887,104.899394,"11.545887,104.899394",4,Offline,2025-01-14,12:02:08,1736830928,success
355710090547626,11.985122,104.94627,"11.985122,104.94627",4,Offline,2023-04-07,11:48:13,1680842893,success
355710090554267,11.586249,104.664892,"11.586249,104.664892",4,Offline,2023-11-14,16:32:20,1699954340,success
355710090534897,11.560857,104.906687,"11.560857,104.906687",4,Offline,2025-09-14,12:41:58,1757828518,success
355710090534889,11.534655,104.857347,"11.534655,104.857347",4,Offline,2025-09-11,04:53:54,1757541234,success
355710090532131,11.545642,104.899569,"11.545642,104.899569",4,Offline,2025-05-07,14:21:21,1746602481,success
355710090552246,11.52606,104.783247,"11.52606,104.783247",4,Offline,2024-11-02,22:08:40,1730560120,success
355710090530952,11.54586,104.899395,"11.54586,104.899395",4,Offline,2025-01-30,11:25:43,1738211143,success
355710090555785,11.585155,104.900369,"11.585155,104.900369",2,Online,2025-10-04,14:35:02,1759563302,success
355710090534962,11.545409,104.898775,"11.545409,104.898775",4,Offline,2023-10-30,16:00:19,1698656419,success
355710090538955,11.764752,105.022795,"11.764752,105.022795",4,Offline,2023-11-08,06:47:23,1699400843,success
355710090534814,11.484922,104.84899,"11.484922,104.84899",4,Offline,2023-06-15,13:53:30,1686812010,success
355710090534830,11.4865,104.829622,"11.4865,104.829622",4,Offline,2025-10-04,08:30:04,1759541404,success
355710090554887,13.277949,103.82188,"13.277949,103.82188",2,Online,2025-10-04,14:37:17,1759563437,success
355710090555256,11.54552,104.8989,"11.54552,104.8989",4,Offline,2025-04-29,16:13:12,1745917992,success
355710090554663,13.671399,102.59851,"13.671399,102.59851",4,Offline,2023-11-27,16:38:04,1701077884,success
355710090534921,11.545897,104.89942,"11.545897,104.89942",4,Offline,2024-03-27,11:02:53,1711512173,success
355710090536108,10.717995,103.26922,"10.717995,103.26922",4,Offline,2025-02-08,21:03:04,1739023384,success
355710090530846,11.070567,106.148897,"11.070567,106.148897",4,Offline,2024-04-10,13:09:44,1712729384,success
355710090552261,11.520475,104.918779,"11.520475,104.918779",4,Offline,2024-12-17,09:35:03,1734402903,success
355710090555454,11.463092,104.890277,"11.463092,104.890277",4,Offline,2024-02-01,12:11:51,1706764311,success
355710090534970,11.559915,104.806872,"11.559915,104.806872",2,Online,2025-10-04,14:39:12,1759563552,success
355710090535084,10.629447,103.526687,"10.629447,103.526687",4,Offline,2024-11-16,02:56:05,1731700565,success
355710090549341,11.461744,104.970702,"11.461744,104.970702",4,Offline,2025-07-07,10:10:07,1751857807,success
355710090555835,10.643724,103.542905,"10.643724,103.542905",2,Online,2025-10-04,14:35:36,1759563336,success
355710090530705,11.518929,104.915925,"11.518929,104.915925",4,Offline,2023-08-07,05:06:47,1691359607,success
355710090555322,11.593602,104.840454,"11.593602,104.840454",4,Offline,2024-12-14,11:28:06,1734150486,success
355710090554259,13.69233,102.581024,"13.69233,102.581024",4,Offline,2025-05-30,07:25:14,1748564714,success
355710090529335,11.520699,104.918852,"11.520699,104.918852",4,Offline,2025-05-13,14:34:15,1747121655,success
355710090529608,11.520525,104.918839,"11.520525,104.918839",4,Offline,2025-04-29,16:33:56,1745919236,success
355710090555579,10.659175,103.273202,"10.659175,103.273202",4,Offline,2024-06-24,17:47:06,1719226026,success
355710090547147,11.545752,104.89939,"11.545752,104.89939",4,Offline,2024-08-01,05:04:35,1722463475,success
355710090555926,11.545695,104.899062,"11.545695,104.899062",4,Offline,2025-05-24,11:42:50,1748061770,success
355710090534806,11.549475,104.8365,"11.549475,104.8365",2,Online,2025-10-04,14:38:53,1759563533,success
355710090534798,11.54534,104.89852,"11.54534,104.89852",4,Offline,2025-06-21,14:09:00,1750489740,success
355710090533378,11.560199,104.921885,"11.560199,104.921885",4,Offline,2023-02-24,14:43:51,1677224631,success
355710090555959,11.545814,104.899297,"11.545814,104.899297",4,Offline,2024-05-19,09:38:26,1716086306,success
355710090556114,13.12708,104.347217,"13.12708,104.347217",2,Online,2025-10-04,14:35:15,1759563315,success
355710090529079,11.587192,104.921745,"11.587192,104.921745",4,Offline,2024-11-09,18:27:13,1731151633,success
355710090556015,11.544664,104.904517,"11.544664,104.904517",4,Offline,2024-09-19,20:07:49,1726751269,success
355710090550398,11.53034,104.930252,"11.53034,104.930252",4,Offline,2024-09-19,01:03:59,1726682639,success
355710090529897,12.56563,103.424125,"12.56563,103.424125",4,Offline,2024-07-12,16:46:55,1720777615,success
355710090547113,11.520762,104.918687,"11.520762,104.918687",4,Offline,2025-01-24,15:01:05,1737705665,success
355710090555272,11.545985,104.897367,"11.545985,104.897367",4,Offline,2023-07-22,03:45:09,1689972309,success
355710090548038,14.003022,107.160315,"14.003022,107.160315",4,Offline,2025-03-24,13:56:50,1742799410,success
355710090551792,13.425884,103.859534,"13.425884,103.859534",2,Online,2025-10-04,14:39:22,1759563562,success
355710090551826,11.52052,104.918892,"11.52052,104.918892",4,Offline,2025-02-05,16:33:51,1738748031,success
355710090547568,13.637965,102.588395,"13.637965,102.588395",4,Offline,2024-08-12,14:42:26,1723448546,success
355710090549010,11.537389,104.883034,"11.537389,104.883034",4,Offline,2024-07-23,13:14:40,1721715280,success
355710090556072,11.545237,104.89919,"11.545237,104.89919",4,Offline,2024-10-07,12:54:12,1728280452,success
355710090552568,11.573245,104.821964,"11.573245,104.821964",2,Online,2025-10-04,14:33:29,1759563209,success
355710090547659,10.625794,103.515264,"10.625794,103.515264",4,Offline,2024-08-01,00:18:40,1722446320,success
355710090552576,11.575257,104.926942,"11.575257,104.926942",4,Offline,2025-08-26,10:17:18,1756178238,success
355710090532230,11.546442,104.899067,"11.546442,104.899067",4,Offline,2024-02-22,14:44:14,1708587854,success
355710090529145,10.76045,104.461415,"10.76045,104.461415",4,Offline,2025-04-22,15:00:49,1745308849,success
355710090555942,11.531055,104.834399,"11.531055,104.834399",4,Offline,2024-11-02,11:52:20,1730523140,success
355710090529319,11.072279,106.008745,"11.072279,106.008745",2,Online,2025-10-04,14:38:08,1759563488,success
355710090536157,11.528375,104.918207,"11.528375,104.918207",2,Online,2025-10-04,14:39:00,1759563540,success
355710090548871,10.637284,103.543015,"10.637284,103.543015",4,Offline,2025-09-15,22:04:30,1757948670,success
355710090548251,12.275657,105.806142,"12.275657,105.806142",4,Offline,2025-05-24,11:42:46,1748061766,success
355710090529574,11.521262,104.919405,"11.521262,104.919405",4,Offline,2025-02-28,15:04:24,1740729864,success
355710090529756,11.537714,104.898939,"11.537714,104.898939",4,Offline,2024-12-26,15:20:19,1735201219,success
355710090547378,11.551159,104.83957,"11.551159,104.83957",2,Online,2025-10-04,14:38:42,1759563522,success
355710090532347,13.670047,102.556987,"13.670047,102.556987",4,Offline,2024-05-22,21:44:46,1716389086,success
355710090534392,11.557202,104.873709,"11.557202,104.873709",4,Offline,2024-06-17,04:32:21,1718573541,success
355710090547253,11.594414,104.8602,"11.594414,104.8602",4,Offline,2023-09-27,17:39:19,1695811159,success
355710090530457,11.546087,104.899017,"11.546087,104.899017",4,Offline,2024-08-28,13:16:16,1724825776,success
355710090550133,11.623275,104.920797,"11.623275,104.920797",4,Offline,2023-06-01,14:16:56,1685603816,success
355710090548889,10.627947,103.560155,"10.627947,103.560155",4,Offline,2025-09-01,12:21:09,1756704069,success
355710090535159,11.594864,104.860144,"11.594864,104.860144",4,Offline,2024-07-20,08:16:12,1721438172,success
355710090535092,11.545784,104.898892,"11.545784,104.898892",4,Offline,2024-07-20,14:25:37,1721460337,success
355710090536124,11.594865,104.86013,"11.594865,104.86013",4,Offline,2025-02-28,15:01:32,1740729692,success
355710090529905,11.565769,104.92377,"11.565769,104.92377",2,Online,2025-10-04,14:39:07,1759563547,success
355710090533105,13.67793,102.596189,"13.67793,102.596189",4,Offline,2025-05-24,12:18:37,1748063917,success
355710090536132,11.545895,104.899235,"11.545895,104.899235",4,Offline,2024-07-29,14:18:54,1722237534,success
355710090530762,11.530337,104.889294,"11.530337,104.889294",2,Online,2025-10-04,14:33:42,1759563222,success
355710090529749,13.677427,102.566045,"13.677427,102.566045",4,Offline,2024-08-02,22:28:12,1722612492,success
355710090556379,13.664289,102.588785,"13.664289,102.588785",4,Offline,2024-08-01,05:29:50,1722464990,success
355710090555603,11.578244,105.618744,"11.578244,105.618744",4,Offline,2025-09-11,01:09:09,1757527749,success
355710090555306,11.561824,104.89164,"11.561824,104.89164",4,Offline,2024-03-10,15:21:01,1710058861,success
355710090007829,11.5076,105.433292,"11.5076,105.433292",2,Online,2025-10-04,14:36:43,1759563403,success
355710090535126,12.42479,105.174485,"12.42479,105.174485",4,Offline,2023-06-30,10:46:38,1688096798,success
355710090529327,11.545379,104.898747,"11.545379,104.898747",4,Offline,2025-04-22,14:59:27,1745308767,success
355710090530291,11.589782,104.909494,"11.589782,104.909494",2,Online,2025-10-04,14:36:46,1759563406,success
355710090555702,11.520514,104.918695,"11.520514,104.918695",4,Offline,2025-06-09,13:27:20,1749450440,success
355710090552774,11.563319,104.896067,"11.563319,104.896067",4,Offline,2023-04-24,16:46:25,1682329585,success
355710090556346,11.520475,104.918839,"11.520475,104.918839",4,Offline,2025-05-13,15:09:01,1747123741,success
355710090524583,13.671762,102.560584,"13.671762,102.560584",4,Offline,2024-10-07,18:03:39,1728299019,success
355710090529806,13.648,102.56938,"13.648,102.56938",4,Offline,2024-01-31,13:44:30,1706683470,success
355710090555850,11.273142,104.23431,"11.273142,104.23431",4,Offline,2025-03-11,12:20:18,1741670418,success
355710090548608,12.014719,105.426575,"12.014719,105.426575",2,Online,2025-10-04,14:39:34,1759563574,success
355710090532263,11.57648,104.852025,"11.57648,104.852025",4,Offline,2025-10-04,13:27:55,1759559275,success
355710090549556,13.648127,102.56933,"13.648127,102.56933",4,Offline,2024-04-27,10:12:10,1714187530,success
355710090550786,11.536745,104.91526,"11.536745,104.91526",2,Online,2025-10-04,14:36:50,1759563410,success
355710090550554,13.357412,103.854605,"13.357412,103.854605",4,Offline,2025-10-04,13:05:14,1759557914,success
355710090552550,11.520317,104.918695,"11.520317,104.918695",4,Offline,2025-03-11,13:03:14,1741672994,success
355710090532248,11.50624,104.772009,"11.50624,104.772009",4,Offline,2024-09-27,17:14:18,1727432058,success
355710090006789,11.787974,104.998955,"11.787974,104.998955",2,Online,2025-10-04,14:36:29,1759563389,success
355710090550612,13.434947,103.895202,"13.434947,103.895202",2,Online,2025-10-04,14:39:23,1759563563,success
355710090550471,11.651659,102.922385,"11.651659,102.922385",2,Online,2025-10-04,14:38:53,1759563533,success
355710090535241,10.60251,103.530202,"10.60251,103.530202",4,Offline,2024-09-12,15:03:17,1726128197,success
355710090547469,11.54582,104.899344,"11.54582,104.899344",4,Offline,2025-07-11,16:33:28,1752226408,success
355710090556338,13.65414,102.561604,"13.65414,102.561604",4,Offline,2024-06-17,00:06:37,1718557597,success
355710090536090,13.651625,102.575952,"13.651625,102.575952",4,Offline,2023-02-17,16:02:50,1676624570,success
355710090548475,12.252687,104.668072,"12.252687,104.668072",4,Offline,2023-12-26,11:16:29,1703564189,success
355710090550224,11.519569,104.88773,"11.519569,104.88773",4,Offline,2025-10-04,14:26:32,1759562792,success
355710090059499,11.536219,104.972102,"11.536219,104.972102",4,Offline,2024-06-01,15:48:50,1717231730,success
355710090547451,11.545745,104.89927,"11.545745,104.89927",4,Offline,2025-08-20,14:54:12,1755676452,success
355710090533659,13.130385,103.213537,"13.130385,103.213537",4,Offline,2025-06-21,11:10:59,1750479059,success
355710090549945,10.63239,103.52747,"10.63239,103.52747",4,Offline,2025-10-04,07:04:01,1759536241,success
355710090548400,11.545735,104.899257,"11.545735,104.899257",4,Offline,2025-08-15,16:13:50,1755249230,success
355710090547105,11.57576,104.911762,"11.57576,104.911762",4,Offline,2025-04-30,21:56:12,1746024972,success
355710090532255,11.55496,104.84582,"11.55496,104.84582",4,Offline,2024-11-07,06:56:28,1730937388,success
355710090552758,11.520454,104.91873,"11.520454,104.91873",4,Offline,2024-12-12,15:43:36,1733993016,success
355710090552584,11.534889,104.892262,"11.534889,104.892262",4,Offline,2024-07-31,23:37:35,1722443855,success
355710090548624,11.594867,104.860265,"11.594867,104.860265",4,Offline,2025-03-11,12:21:09,1741670469,success
355710090528857,11.40851,104.997199,"11.40851,104.997199",4,Offline,2024-04-18,13:42:10,1713422530,success
355710090530424,11.580855,104.828447,"11.580855,104.828447",4,Offline,2024-05-02,20:04:06,1714655046,success
355710090528691,11.624199,104.924975,"11.624199,104.924975",4,Offline,2024-08-14,00:43:12,1723570992,success
355710090550208,11.530792,104.80777,"11.530792,104.80777",4,Offline,2025-06-21,15:56:14,1750496174,success
355710090528915,13.668349,102.559065,"13.668349,102.559065",4,Offline,2023-11-03,10:33:02,1698982382,success
355710090524336,13.663477,102.552935,"13.663477,102.552935",4,Offline,2024-08-15,06:13:53,1723677233,success
355710090549317,11.548005,104.816564,"11.548005,104.816564",4,Offline,2024-08-01,02:16:28,1722453388,success
355710090528998,11.632247,104.923382,"11.632247,104.923382",2,Online,2025-10-04,14:34:54,1759563294,success
355710090540910,13.668669,102.57401,"13.668669,102.57401",4,Offline,2024-06-24,10:11:54,1719198714,success
355710090549689,11.57661,104.923927,"11.57661,104.923927",4,Offline,2023-08-11,11:13:43,1691727223,success
355710090528931,13.652074,102.558857,"13.652074,102.558857",4,Offline,2024-08-01,00:16:56,1722446216,success
355710090528808,11.594739,104.860095,"11.594739,104.860095",4,Offline,2025-08-23,10:35:58,1755920158,success
355710090529376,11.990149,105.466315,"11.990149,105.466315",2,Online,2025-10-04,14:29:51,1759562991,success
355710098628113,11.262979,105.287534,"11.262979,105.287534",4,Offline,2024-08-01,02:36:25,1722454585,success
355710090529012,11.545872,104.899382,"11.545872,104.899382",4,Offline,2025-08-01,09:40:33,1754016033,success
355710090527586,11.567155,104.91628,"11.567155,104.91628",4,Offline,2024-05-13,15:29:17,1715588957,success
355710090550430,11.581972,104.801567,"11.581972,104.801567",4,Offline,2023-08-18,12:01:01,1692334861,success
355710090550596,10.633797,103.528169,"10.633797,103.528169",4,Offline,2025-01-08,14:19:41,1736320781,success
355710090544680,13.664535,102.568945,"13.664535,102.568945",4,Offline,2025-06-09,12:02:12,1749445332,success
355710090529020,13.672397,102.576807,"13.672397,102.576807",4,Offline,2024-11-07,07:02:21,1730937741,success
355710090547576,11.520574,104.91869,"11.520574,104.91869",4,Offline,2025-01-03,16:38:21,1735897101,success
355710090549770,11.545884,104.899312,"11.545884,104.899312",4,Offline,2025-06-06,16:32:37,1749202357,success
355710090527719,11.520754,104.918957,"11.520754,104.918957",4,Offline,2025-02-22,15:41:20,1740213680,success
355710090547493,11.59483,104.860182,"11.59483,104.860182",4,Offline,2024-08-26,17:26:27,1724667987,success
355710090547402,11.545889,104.899345,"11.545889,104.899345",4,Offline,2024-04-01,09:20:03,1711938003,success
355710090528741,13.64572,102.5941,"13.64572,102.5941",4,Offline,2025-06-21,11:11:12,1750479072,success
355710090547345,13.659914,102.552272,"13.659914,102.552272",4,Offline,2025-10-04,11:32:39,1759552359,success
355710090549218,13.375804,103.86719,"13.375804,103.86719",4,Offline,2025-06-29,22:06:14,1751209574,success
355710090547246,11.54936,104.865375,"11.54936,104.865375",4,Offline,2024-10-15,22:43:19,1729006999,success
355710090549986,11.520344,104.919024,"11.520344,104.919024",4,Offline,2025-01-07,15:53:09,1736239989,success
355710090547592,13.669977,102.579025,"13.669977,102.579025",4,Offline,2024-03-21,16:22:26,1711012946,success
355710090000303,11.58929,104.862127,"11.58929,104.862127",4,Offline,2024-08-20,01:08:17,1724090897,success
355710090547154,13.174304,103.115977,"13.174304,103.115977",4,Offline,2025-10-04,13:34:38,1759559678,success
355710090523569,11.553209,104.94079,"11.553209,104.94079",4,Offline,2024-05-22,11:14:24,1716351264,success
355710090549895,11.558434,104.906912,"11.558434,104.906912",4,Offline,2025-08-13,09:57:02,1755053822,success
355710090542593,11.073944,106.153435,"11.073944,106.153435",4,Offline,2025-07-08,11:07:54,1751947674,success
355710090550570,13.415105,103.856942,"13.415105,103.856942",2,Online,2025-10-04,14:35:47,1759563347,success
355710090538930,13.65656,102.554469,"13.65656,102.554469",4,Offline,2024-05-04,16:08:08,1714813688,success
355710090550604,11.54579,104.899442,"11.54579,104.899442",4,Offline,2025-08-29,15:05:55,1756454755,success
355710090523254,11.520437,104.91866,"11.520437,104.91866",4,Offline,2025-05-24,13:53:22,1748069602,success
355710090548434,11.59669,104.884567,"11.59669,104.884567",2,Online,2025-10-04,14:34:51,1759563291,success
355710090550794,12.538365,107.326904,"12.538365,107.326904",4,Offline,2023-10-07,08:23:32,1696641812,success
355710090529384,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,success
355710090528527,11.96587,104.942805,"11.96587,104.942805",2,Online,2025-10-04,14:38:56,1759563536,success
355710090529244,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,success
355710090551537,11.546454,104.806762,"11.546454,104.806762",2,Online,2025-10-04,14:37:02,1759563422,success
355710090530390,11.520527,104.91889,"11.520527,104.91889",4,Offline,2025-08-14,13:47:13,1755154033,success
355710090551230,11.563549,104.830762,"11.563549,104.830762",4,Offline,2024-07-12,19:29:36,1720787376,success
355710090551735,10.620562,103.5144,"10.620562,103.5144",4,Offline,2024-11-12,03:11:58,1731355918,success
355710090544912,11.526844,104.902167,"11.526844,104.902167",4,Offline,2024-07-31,22:51:38,1722441098,success
355710090547691,13.678749,102.56223,"13.678749,102.56223",2,Online,2025-10-04,14:36:49,1759563409,success
355710090007530,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,success
355710090008603,11.652604,104.860302,"11.652604,104.860302",4,Offline,2024-12-26,15:17:53,1735201073,success
355710090550802,11.548002,104.891299,"11.548002,104.891299",2,Online,2025-10-04,14:39:13,1759563553,success
355710090529178,13.668219,102.561124,"13.668219,102.561124",4,Offline,2024-07-31,23:55:53,1722444953,success
355710090544748,11.545949,104.899377,"11.545949,104.899377",4,Offline,2025-06-04,16:40:24,1749030024,success
355710090530283,10.623584,103.532889,"10.623584,103.532889",4,Offline,2023-02-12,20:05:17,1676207117,success
355710090528923,13.6612,102.594337,"13.6612,102.594337",4,Offline,2024-08-18,18:21:00,1723980060,success
355710090549309,11.493637,105.07873,"11.493637,105.07873",4,Offline,2024-07-31,21:43:25,1722437005,success
355710090547352,10.617602,103.547487,"10.617602,103.547487",4,Offline,2025-01-24,16:22:45,1737710565,success
355710090547188,13.648292,102.569582,"13.648292,102.569582",4,Offline,2023-02-10,17:12:49,1676023969,success
355710090551297,11.556744,104.878519,"11.556744,104.878519",2,Online,2025-10-04,14:38:00,1759563480,success
355710090550349,11.564735,104.910079,"11.564735,104.910079",4,Offline,2023-06-08,21:27:59,1686234479,success
